frame_time,trump_anger,trump_contempt,trump_disgust,trump_fear,trump_happiness,trump_neutral,trump_sadness,trump_surprise,url
93,0.195955038,0.008576805,0.06551892,0.025322916,0.000457489,0.403446585,0.09904281,0.201679438,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation93.jpg
94,0.158169478,0.016012957,0.072000094,0.004014399,0.000458833,0.5950077,0.09384454,0.06049195,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation94.jpg
95,0.193502769,0.003937109,0.03909883,0.004365562,0.001756477,0.430710018,0.02446173,0.3021675,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation95.jpg
96,0.159122854,0.00684493,0.043185733,0.012797896,0.000522101,0.489071339,0.227931336,0.060523823,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation96.jpg
97,0.06443085,0.012510833,0.06253434,0.02201347,0.00092635,0.5400873,0.146517411,0.150979489,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation97.jpg
98,0.047257096,0.007894434,0.047176898,0.019343717,0.00027519,0.5821657,0.239923835,0.055963133,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation98.jpg
99,0.218235478,0.003756577,0.03160965,0.022546062,0.00070226,0.3702245,0.036913652,0.316011816,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation99.jpg
100,0.177666783,0.004107726,0.037916508,0.009119717,0.000189914,0.497240424,0.09901942,0.17473951,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation100.jpg
101,0.009647729,0.003131374,0.003576721,0.000193541,0.001641766,0.874428,0.009361276,0.09801963,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation101.jpg
102,0.002086862,0.006201895,0.00181769,0.000371943,0.001601758,0.940973759,0.033839874,0.013106218,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation102.jpg
103,0.013136641,0.002430389,0.010552015,0.006546586,0.006274194,0.290403,0.025593696,0.64506346,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation103.jpg
104,0.008834485,0.001161138,0.002958093,0.002634241,0.000972735,0.3081282,0.003555318,0.6717558,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation104.jpg
105,0.008061242,0.005303184,0.00334519,0.001878306,0.001121054,0.602288067,0.004251604,0.373751342,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation105.jpg
106,0.022261662,0.00194725,0.008534772,0.002071451,0.000229743,0.7363478,0.023487408,0.205119938,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation106.jpg
107,0.004248525,0.00081042,0.002307433,0.000411699,0.000195824,0.764096737,0.011196299,0.216733068,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation107.jpg
108,0.00208626,0.004317002,0.000816404,0.000173446,0.000174096,0.919508,0.07150247,0.001422315,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation108.jpg
109,0.014967608,0.00508208,0.00173014,0.002932759,0.000231526,0.8956177,0.059952024,0.019486157,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation109.jpg
110,0.004310896,0.000610325,0.001871246,7.75E-05,0.000228309,0.947648168,0.002616721,0.042636827,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation110.jpg
111,0.001973714,0.002406134,0.002007101,0.000436518,0.0272734,0.929791033,0.028855063,0.007257064,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation111.jpg
112,0.00788062,0.015767125,0.003654843,0.000678042,0.001044289,0.892673731,0.07570357,0.002597804,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation112.jpg
113,0.023267968,0.003533545,0.01277661,0.000964689,0.001659007,0.8541688,0.030807445,0.072821945,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation113.jpg
114,0.028782744,0.002798679,0.023536842,0.015539525,7.56E-05,0.611043036,0.123476759,0.194746837,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation114.jpg
115,0.07325134,0.002084153,0.016361564,0.00158872,0.002573551,0.459581822,0.007215843,0.437343,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation115.jpg
116,0.19918862,0.013142318,0.067138284,0.012002561,0.001046313,0.424751937,0.07449885,0.2082311,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation116.jpg
117,0.012255352,0.00236767,0.01055574,0.022980014,0.000484508,0.5800151,0.236209065,0.135132536,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation117.jpg
118,0.002603176,0.000604476,0.003035545,0.001290173,3.00E-05,0.71744436,0.018679999,0.2563123,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation118.jpg
119,0.04986975,0.002797065,0.011035083,0.003594442,0.000386062,0.796248257,0.048176006,0.08789335,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation119.jpg
120,0.008691269,0.001618242,0.003649119,0.001229321,0.000814142,0.6990261,0.01075579,0.274216,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation120.jpg
121,0.000665624,0.002981151,0.00097799,0.000371813,0.000676085,0.912856936,0.07927828,0.002192092,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation121.jpg
122,0.00522302,0.008546424,0.002336335,0.000186506,0.000374652,0.9514425,0.01940526,0.01248531,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation122.jpg
123,0.00217647,0.001674497,0.003461062,0.000841746,0.001406315,0.7729581,0.008184254,0.209297538,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation123.jpg
124,,,,,,,,,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation124.jpg
125,0.007006788,0.002720909,0.010586293,0.000186334,0.000256987,0.940119863,0.011912744,0.027210092,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation125.jpg
126,0.002312458,0.00189523,0.002189684,8.35E-05,0.002302305,0.947633266,0.001809031,0.04177447,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation126.jpg
127,0.009912815,0.001139705,0.004568541,0.002676066,0.000873273,0.811748445,0.019868832,0.149212345,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation127.jpg
128,0.002201588,0.002946354,0.001070889,0.000176723,0.000598515,0.9422427,0.048741367,0.002021856,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation128.jpg
129,0.037664723,0.002991556,0.003997143,0.023194762,5.01E-05,0.7627718,0.053923164,0.115406714,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation129.jpg
130,0.1685184,0.004105617,0.026036546,0.005516136,0.003003043,0.410388917,0.009641988,0.372789353,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation130.jpg
131,0.002534856,0.003240897,0.002783297,0.000748868,0.002940123,0.8227736,0.005628305,0.159350052,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation131.jpg
132,0.08342375,0.03418588,0.027325135,0.002298221,0.000898561,0.709509432,0.025720043,0.116639,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation132.jpg
133,0.050757173,0.003534958,0.015581477,0.003270113,0.000279889,0.622962236,0.046436008,0.257178128,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation133.jpg
134,0.114091419,0.0441283,0.066415094,0.003184591,0.003128364,0.643011868,0.095814474,0.030225882,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation134.jpg
135,0.043641575,0.006593688,0.03359862,0.002749943,0.001518774,0.7579604,0.06725844,0.08667856,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation135.jpg
136,0.009300941,0.001811691,0.003390888,0.000769795,0.00107761,0.860445857,0.006582969,0.116620272,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation136.jpg
137,0.118561983,0.001870905,0.013800591,0.002333009,0.001765873,0.2661343,0.005744834,0.5897885,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation137.jpg
138,0.02940258,0.009492242,0.029488256,0.00744573,0.000709921,0.636682153,0.10568583,0.181093261,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation138.jpg
139,0.026365254,0.00999396,0.027747,0.013814583,0.002474537,0.5990983,0.277264476,0.043241877,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation139.jpg
140,0.08760484,0.021745328,0.03663959,0.011951225,0.001575833,0.561268032,0.058933213,0.220281929,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation140.jpg
141,0.227814734,0.02175109,0.086054884,0.010704561,0.001243949,0.4130774,0.029169837,0.210183531,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation141.jpg
142,0.03876112,0.004186005,0.027362801,0.002134474,0.000973339,0.686874151,0.023772057,0.215936035,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation142.jpg
143,0.049062535,0.013707845,0.034199793,0.004390475,0.005949923,0.746912062,0.096400164,0.049377218,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation143.jpg
144,0.002940171,0.002920793,0.008256073,1.19E-05,0.000453789,0.9601393,0.013971862,0.011306141,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation144.jpg
145,0.002511725,0.002122033,0.002163315,0.001101524,0.002153104,0.8137447,0.011119347,0.165084213,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation145.jpg
146,0.006645737,0.002164159,0.009695834,0.034604535,0.000101132,0.425886661,0.199341491,0.321560442,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation146.jpg
147,0.003388446,0.013403866,0.006437467,4.48E-05,0.000612781,0.915792763,0.00297165,0.057348236,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation147.jpg
148,0.042223252,0.002651468,0.027659858,0.000141211,0.001337457,0.868277669,0.009712681,0.04799639,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation148.jpg
149,0.09053997,0.005947081,0.039598484,0.056797423,5.28E-05,0.445596635,0.198399469,0.163068116,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation149.jpg
150,0.07480746,0.008064803,0.009277742,0.000559023,3.96E-05,0.731615365,0.174808413,0.00082752,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation150.jpg
151,0.04832496,0.212825909,0.03609841,0.000409642,0.002607502,0.4842976,0.2138239,0.001612051,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation151.jpg
152,0.021978311,0.020240458,0.019926755,0.001557027,0.003167584,0.7322839,0.195763946,0.005082051,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation152.jpg
153,0.026478477,0.004370622,0.011943894,0.003460669,0.000681825,0.8375113,0.06548463,0.05006861,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation153.jpg
154,0.032912802,0.002259006,0.010019551,0.032260887,3.93E-05,0.7328699,0.06315483,0.126483664,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation154.jpg
155,0.013243467,0.001448,0.012794943,0.026961178,7.69E-05,0.691880047,0.1141133,0.139482126,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation155.jpg
156,0.116637811,0.002137579,0.03574093,0.09326959,4.90E-05,0.287825167,0.238634348,0.225705534,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation156.jpg
157,0.026967058,0.003351663,0.023172706,0.004189352,0.001661002,0.730965257,0.11650908,0.09318389,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation157.jpg
158,0.05226355,0.003619967,0.036591247,0.046460852,8.78E-05,0.436280578,0.234708726,0.189987287,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation158.jpg
159,0.105420187,0.005438435,0.027460808,0.004374008,0.0024308,0.637232244,0.051707104,0.16593641,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation159.jpg
160,0.023027832,0.005674952,0.012393355,0.001240955,0.010884395,0.7536773,0.021182554,0.171918646,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation160.jpg
161,0.172127083,0.011268449,0.040336784,0.014100588,0.002548177,0.592747867,0.057766527,0.109104551,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation161.jpg
162,0.071020015,0.007180641,0.034121204,0.013437984,0.001876846,0.5552661,0.273340464,0.04375677,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation162.jpg
163,0.04605355,0.003257298,0.027906291,0.007501856,0.000481062,0.638005733,0.159142092,0.117652118,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation163.jpg
164,0.027624829,0.000471461,0.001999942,0.000210414,0.000748632,0.1892698,0.000342589,0.77933234,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation164.jpg
165,0.006357308,0.002082866,0.003289041,0.017734123,0.000454436,0.514181852,0.031037329,0.42486304,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation165.jpg
166,0.001681497,0.001051022,0.002329105,6.55E-05,0.000570914,0.9698009,0.002659896,0.021841193,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation166.jpg
167,0.002592059,0.000744089,0.001138683,0.004069366,8.37E-05,0.8561489,0.045417476,0.08980577,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation167.jpg
168,0.006559188,0.002110336,0.004236137,0.001438675,0.000515553,0.791995347,0.01739208,0.175752655,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation168.jpg
169,0.01703167,0.06619154,0.010118743,0.000311672,0.000171614,0.7194414,0.18488577,0.001847555,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation169.jpg
170,0.015665205,0.002915468,0.000413616,0.001524292,1.91E-05,0.9342969,0.021929223,0.02323619,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation170.jpg
171,0.132689252,0.007519179,0.03567569,0.005587716,0.001332115,0.60741955,0.03343571,0.1763408,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation171.jpg
172,0.465222716,0.00825898,0.046593487,0.01403234,0.000604305,0.3381125,0.055975888,0.07119981,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation172.jpg
173,0.012734515,0.011499914,0.012261715,0.002197861,0.003997699,0.570114553,0.010517649,0.3766761,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation173.jpg
174,0.002627606,0.006294667,0.003947786,0.000464668,0.00309561,0.6265172,0.003244441,0.353808045,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation174.jpg
175,0.132697031,0.026936369,0.072539926,0.006952236,0.000618254,0.5686282,0.053145845,0.138482168,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation175.jpg
176,0.003120667,0.02418852,0.004025039,0.000900156,0.008938878,0.9106571,0.03656484,0.011604805,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation176.jpg
177,0.009564957,0.002749201,0.007551524,0.027425095,0.000583667,0.6247339,0.1739268,0.153464839,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation177.jpg
178,0.027092239,0.006384291,0.015567916,0.004636894,0.002976152,0.6882355,0.020947862,0.234159112,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation178.jpg
179,0.014404476,0.004441169,0.006637876,9.08E-05,0.1466047,0.5462184,0.000702807,0.280899763,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation179.jpg
180,0.025828784,0.013239694,0.009865749,0.002189443,0.001671154,0.8382469,0.019265626,0.08969269,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation180.jpg
181,0.052862942,0.015548096,0.038750965,0.002371427,0.00375552,0.6776679,0.04100024,0.168042868,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation181.jpg
182,0.004252656,0.008134605,0.008199508,0.000879659,0.000645801,0.8556312,0.044447444,0.07780917,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation182.jpg
183,0.015278109,0.002589689,0.005349416,0.00243305,0.000547529,0.535789132,0.018965254,0.4190478,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation183.jpg
184,0.003654945,0.002739563,0.002599923,0.001870331,0.000590543,0.8480078,0.05385566,0.08668126,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation184.jpg
185,0.002200488,0.00656163,0.004774753,0.000259749,0.002123483,0.941516042,0.017485837,0.025077995,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation185.jpg
186,0.001711349,0.000382461,0.0008452,7.81E-06,0.001527337,0.459447116,0.000583722,0.535495,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation186.jpg
187,0.015006022,0.002096755,0.004636376,0.00184087,0.000419208,0.765212238,0.050622147,0.160166383,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation187.jpg
188,0.000759028,0.001049791,0.000673033,7.11E-05,1.01E-05,0.8475332,0.149242118,0.000661609,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation188.jpg
189,0.007409805,0.008511951,0.004322059,3.90E-05,0.000114766,0.8291603,0.150166944,0.000275161,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation189.jpg
190,0.034573104,0.00311519,0.017326418,0.0005164,0.008540493,0.8373956,0.020204216,0.078328595,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation190.jpg
191,0.048026037,0.014530925,0.032831654,0.007669121,0.019276086,0.603669345,0.042458437,0.23153837,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation191.jpg
192,0.096976444,0.003811663,0.00726691,0.00909895,3.83E-05,0.7436077,0.11778482,0.021415215,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation192.jpg
193,0.112545371,0.007873806,0.03367611,0.002723654,0.002271379,0.7340381,0.07476232,0.032109216,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation193.jpg
194,0.148055241,0.010464902,0.041827243,0.004641173,0.006602227,0.643737853,0.0751134,0.06955797,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation194.jpg
195,0.05800361,0.013144293,0.03948219,0.007221378,0.011132375,0.682197,0.07557154,0.113247633,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation195.jpg
196,0.023561532,0.008946975,0.036467504,0.04042265,0.001080996,0.4544234,0.29642415,0.138672814,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation196.jpg
197,0.036870617,0.00323621,0.007976994,0.015952917,6.18E-05,0.7120203,0.056097154,0.16778402,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation197.jpg
198,0.156373784,0.006057877,0.014983869,0.002982504,0.002703819,0.442899972,0.00541577,0.368582428,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation198.jpg
199,0.116692968,0.005858736,0.013732801,0.00548355,0.003992614,0.5961683,0.012298198,0.245772883,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation199.jpg
200,0.014519218,0.004653709,0.010226122,0.00315987,0.001604848,0.865500152,0.045277488,0.0550586,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation200.jpg
201,0.011920305,0.004846399,0.008601355,0.000175566,0.15393889,0.6826604,0.006157015,0.131700039,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation201.jpg
202,0.02829653,0.004086275,0.017821346,0.004592908,0.001423236,0.778966963,0.079462044,0.085350715,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation202.jpg
203,0.112245642,0.009574996,0.03648937,0.008613558,0.000240529,0.6731403,0.099176854,0.060518786,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation203.jpg
204,0.0391417,0.003089825,0.015893359,0.001380489,0.001741811,0.830009937,0.024289986,0.08445291,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation204.jpg
205,0.027778272,0.003898021,0.02090618,0.021525469,0.000435674,0.6959316,0.102376379,0.12714836,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation205.jpg
206,0.012091106,0.005656119,0.003400482,0.001015744,0.002641927,0.8919922,0.02132434,0.061878096,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation206.jpg
207,0.023306731,0.002357819,0.007181228,0.006568043,0.000325346,0.7805345,0.06238014,0.117346212,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation207.jpg
208,0.010742165,0.005958742,0.012639511,0.001266475,0.001483524,0.708447,0.25230372,0.007158848,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation208.jpg
209,0.010151133,0.002284677,0.004543194,0.003874314,0.000576411,0.8417014,0.06639089,0.070478015,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation209.jpg
210,0.005176185,0.00129456,0.001668079,0.007725272,0.000535871,0.5586525,0.009875319,0.415072173,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation210.jpg
211,0.000493667,0.002753944,0.001590298,8.65E-05,0.010834551,0.8852531,0.002817894,0.09617009,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation211.jpg
212,0.004439973,0.001077304,0.001171521,0.000502004,0.000364498,0.9541254,0.023104295,0.015214982,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation212.jpg
213,0.01100832,0.009280453,0.003249665,0.001591567,3.28E-05,0.667411447,0.30279696,0.004628798,https://s3-us-west-2.amazonaws.com/post-election/inauguration/inaugruation213.jpg
