clinton_anger,clinton_contempt,clinton_disgust,clinton_fear,clinton_happiness,clinton_neutral,clinton_sadness,clinton_surprise,clinton_visible,frame_time,trump_anger,trump_contempt,trump_disgust,trump_fear,trump_happiness,trump_neutral,trump_sadness,trump_surprise,trump_visible,url
0.000522108166,0.00114028133,0.00211642636,4.80936033e-05,0.5300316,0.25537014,0.000189895247,0.210581437,True,275,,,,,,,,,False,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate275.jpg
8.60740256e-05,0.000273971877,0.000177494512,1.32491659e-05,0.0004965335,0.9725582,0.00101214612,0.0253823,True,280,,,,,,,,,False,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate280.jpg
0.000301497756,0.01007637,0.000262778,2.4473462e-05,0.0111860894,0.9201049,0.0010913139,0.0569525361,True,285,,,,,,,,,False,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate285.jpg
5.01791219e-05,0.004092881,0.000295723177,4.457917e-06,0.00427715434,0.957873166,0.00187448307,0.03153194,True,290,,,,,,,,,False,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate290.jpg
0.000656229735,0.0009968438,0.00125685451,2.93125886e-05,0.02264999,0.7569387,0.0012055164,0.216266587,True,295,0.111282773,0.0131738512,0.00153856655,3.399206e-06,2.60715524e-07,0.268892318,0.6051029,5.91563e-06,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate295.jpg
0.00056773104,0.00480255624,0.00128998968,9.495446e-06,0.189891085,0.796830833,0.00130430341,0.005303989,True,300,0.0560342371,0.0259137377,0.00341892871,1.23190875e-05,1.25777387e-05,0.5107835,0.403798729,2.5999e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate300.jpg
9.911994e-05,0.00254136347,0.0005832879,1.59262872e-05,0.00103785761,0.969495058,0.009493362,0.0167340469,True,305,0.09143692,0.030152496,0.00409439066,1.45712775e-05,4.27956838e-05,0.677864969,0.1963527,4.11350957e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate305.jpg
0.0009889061,0.00248472323,0.00201345515,7.679016e-05,0.0279648434,0.936948,0.004716026,0.0248072781,True,310,0.363217562,0.007547922,0.001928881,5.47097952e-05,3.26313284e-06,0.4949548,0.132231668,6.120257e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate310.jpg
0.00062549283,0.00194332807,0.0028914276,3.523093e-05,0.01718715,0.9617994,0.009671986,0.0058460217,True,315,0.172964841,0.00505717658,0.07608127,0.000435673865,0.0005509598,0.7008484,0.007858215,0.03620347,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate315.jpg
5.217455e-05,0.00186503609,0.000439774885,1.63371715e-05,0.0066850814,0.976299942,0.007208388,0.00743327849,True,320,0.09088812,0.0297695789,0.008298301,1.14662926e-05,3.60899253e-06,0.228934184,0.642082632,1.21207549e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate320.jpg
1.95052471e-05,0.004903306,0.000356565433,8.631591e-07,0.176269367,0.813537657,0.00164237665,0.00327035156,True,325,0.334830642,0.007369854,0.00250455085,1.30522694e-05,7.78566061e-07,0.283987463,0.371282816,1.08613631e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate325.jpg
0.00176424882,0.00271429447,0.005544675,0.0008351352,0.00985350553,0.7908029,0.0105812941,0.177903935,True,330,0.119190224,0.0165783539,0.00383932237,4.47701532e-05,3.09900934e-05,0.5401893,0.3200754,5.16010441e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate330.jpg
0.00124771218,0.00488489261,0.00236032414,7.859719e-06,0.06813746,0.7508274,0.000356978126,0.172177389,True,335,0.227548465,0.0131661855,0.00404784875,3.82017242e-05,5.44506156e-06,0.488020331,0.26712963,4.38742463e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate335.jpg
0.00101565139,0.00374555751,0.002040536,4.31646222e-05,0.00974284,0.95934844,0.0113872215,0.0126765938,True,340,0.03362342,0.005234563,0.00376157253,0.000145313577,0.0001545522,0.8371767,0.118508391,0.00139548071,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate340.jpg
0.000196208741,0.0005254345,0.00042484724,3.633632e-05,0.00143235479,0.9799886,0.002430414,0.0149658164,True,345,0.08997111,0.0191022661,0.002282548,7.911502e-06,1.07178266e-05,0.814415455,0.0741906762,1.93385622e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate345.jpg
0.000331792049,0.00236116117,0.00143410661,2.47577154e-05,0.00580873573,0.975675344,0.005040099,0.009324015,True,350,0.18497096,0.0134812463,0.00271158433,1.80027673e-05,3.96726955e-06,0.6632637,0.1355025,4.80594172e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate350.jpg
0.0001885976,0.00681064231,0.00137294,3.078065e-06,0.00764541468,0.9775008,0.00358916842,0.00288938452,True,355,0.2044903,0.0105022378,0.00144425128,6.4849587e-06,2.49288883e-06,0.716393352,0.06714113,1.975385e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate355.jpg
0.000236255029,0.006211875,0.0007301289,1.68668666e-05,0.0349436477,0.947056055,0.004276042,0.006529133,True,360,0.220988408,0.0164276566,0.003009004,1.64984722e-05,4.651629e-06,0.5123279,0.2471976,2.82506153e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate360.jpg
0.000796709734,0.00174049428,0.00346035,0.000281925662,0.03916884,0.904512763,0.009369249,0.0406696834,True,365,0.123143107,0.00299265562,0.000895154,1.23820155e-06,1.23403723e-07,0.203919724,0.66904676,1.27100725e-06,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate365.jpg
2.73357637e-05,0.00130518957,0.0003239147,3.82916369e-06,0.0205755513,0.940351546,0.0012969136,0.03611573,True,370,0.30362004,0.005184287,0.00200364855,4.452191e-05,2.14026181e-06,0.393377662,0.295731455,3.62531937e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate370.jpg
0.000132970017,0.00249154423,0.000478502858,7.34339574e-06,0.04131315,0.9464302,0.00177808444,0.007368191,True,375,0.201113209,0.0151137,0.00279313116,9.149336e-06,6.03673971e-06,0.4099295,0.371027678,7.6018955e-06,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate375.jpg
0.000288262439,0.00139303517,0.00133056508,3.39088137e-06,0.175127983,0.638487339,0.000237087021,0.183132336,True,380,0.4109861,0.008758384,0.00230271579,1.95501816e-05,1.03530977e-06,0.444848776,0.133060411,2.304871e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate380.jpg
0.000438954041,0.00251284172,0.00258340663,7.346832e-05,0.1247718,0.7030482,0.00277785957,0.163793415,True,385,0.263013572,0.009436914,0.0029304144,2.10979069e-05,9.883878e-07,0.315197259,0.40937373,2.60339584e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate385.jpg
0.00019186156,0.0114074191,0.00342359,7.21260149e-05,0.0332486369,0.9131472,0.0101777166,0.0283314344,True,390,0.672266662,0.00625499524,0.0008134151,1.729051e-05,3.86026983e-07,0.2881451,0.0324703157,3.184272e-05,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate390.jpg
0.00266696257,0.00728697237,0.00452807639,6.87180363e-05,0.162178844,0.735815346,0.00117076235,0.0862843,True,395,0.0770964548,0.0120610762,0.009649458,2.10969156e-05,2.04958883e-06,0.19636099,0.7048017,7.1604295e-06,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate395.jpg
0.000178116432,0.005439061,0.000231229424,1.997278e-06,0.0904783756,0.9020883,0.00128068565,0.000302231871,True,400,0.480821848,0.023030242,0.01264096,0.000152095934,6.200719e-06,0.3088753,0.1742212,0.00025214316,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate400.jpg
,,,,,,,,False,410,0.0231252778,0.00167203718,0.0029639306,8.864972e-05,9.558769e-06,0.6785877,0.293244928,0.000307913724,True,https://s3-us-west-2.amazonaws.com/debateinemotion/debate3/3rd_debate410.jpg
